"StartIP","EndIP","Org","Customer"
"207.31.20.0","207.31.20.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.10.0","207.31.11.255","Union School District",
"207.31.12.0","207.31.15.255","Union School District",
"207.31.16.0","207.31.19.255","Union School District",
"207.31.20.0","207.31.20.255","Union School District",
"207.31.22.0","207.31.23.255","Campbell Union School District",
"207.31.21.0","207.31.21.255","Campbell Union School District",
"207.31.22.0","207.31.23.255","Campbell Union School District",
"207.31.21.0","207.31.21.255","Campbell Union School District",
"207.31.22.0","207.31.23.255","Campbell Union School District",
"207.31.21.0","207.31.21.255","Campbell Union School District",
"207.31.21.0","207.31.21.255","Campbell Union School District",
"207.31.22.0","207.31.23.255","Campbell Union School District",
"207.31.0.0","207.31.63.255","Santa Clara County Office of Education",
"207.31.64.0","207.31.127.255","NetRail, Inc.",
"207.31.140.0","207.31.140.255","Montebello Unified School District",
"207.31.136.0","207.31.139.255","Montebello Unified School District",
"207.31.128.0","207.31.135.255","Montebello Unified School District",
"207.31.128.0","207.31.135.255","Montebello Unified School District",
"207.31.136.0","207.31.139.255","Montebello Unified School District",
"207.31.140.0","207.31.140.255","Montebello Unified School District",
"207.31.141.0","207.31.141.255","Redondo Beach Unified School District",
"207.31.142.0","207.31.143.255","Redondo Beach Unified School District",
"207.31.144.0","207.31.147.255","El Monte Union High School District",
"207.31.148.0","207.31.148.255","El Monte Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.150.0","207.31.151.255","Anaheim Union High School District",
"207.31.152.0","207.31.159.255","Anaheim Union High School District",
"207.31.149.0","207.31.149.255","Anaheim Union High School District",
"207.31.160.0","207.31.160.255","Anaheim Union High School District",
"207.31.128.0","207.31.191.255","Los Angeles County Office of Education",
"207.31.192.0","207.31.255.255","NTT America, Inc.",
"207.32.0.0","207.32.63.255","Aureon Network Services",
"207.32.64.0","207.32.127.255","NTT America, Inc.",
"207.32.128.0","207.32.159.255","20 Point Networks LLC",
"207.32.160.0","207.32.175.255","Rock Island Communications",
"207.32.176.0","207.32.191.255","Liquid Web, L.L.C",
"207.32.192.0","207.32.192.255","Coeur d' Alene Tribe",
"207.32.193.0","207.32.193.255","Coeur d' Alene Tribe",
"207.32.194.0","207.32.194.255","Coeur d' Alene Tribe",
"207.32.195.0","207.32.195.255","Coeur d' Alene Tribe",
"207.32.192.0","207.32.207.255","Wholesail networks LLC",
"207.32.208.0","207.32.211.255","OneWeb",
"207.32.212.0","207.32.212.255","ImageMaster LLC",
"207.32.213.0","207.32.213.255","3D EXHIBITS INC",
"207.32.214.0","207.32.215.255","HomeStreet, Inc",
"207.32.216.0","207.32.219.255","1GSERVERS, LLC",
"207.32.220.0","207.32.223.255","Air Link Networks",
"207.32.224.0","207.32.255.255","ElkhartNet, Inc",
"207.33.0.0","207.33.255.255","NTT America, Inc.",
"207.34.0.0","207.34.0.255","RGnet, LLC",
"207.34.1.0","207.34.1.255","Secured Network Solutions",
"207.34.2.0","207.34.2.255","School District No. 62 (Sooke)",
"207.34.3.0","207.34.3.255","Lara Investments",
"207.34.4.0","207.34.4.255","The Client Server Factory, Inc.",
"207.34.5.0","207.34.5.255","WoodyNet, Inc.",
"207.34.6.0","207.34.7.255","WoodyNet, Inc.",
"207.34.8.0","207.34.11.255","Global Tel*link Corporation",
"207.34.12.0","207.34.15.255","University of Toronto",
"207.34.16.0","207.34.23.255","University of Toronto",
"207.34.24.0","207.34.24.63","InfoInteractive, Inc.",
"207.34.24.64","207.34.24.95","Alliance for Marine Remote Sensing",
"207.34.24.96","207.34.24.127","3001719 Nova Scotia Limited",
"207.34.24.128","207.34.24.255","League Data",
"207.34.25.0","207.34.25.255","Fast Lane Technologies",
"207.34.26.0","207.34.26.255","Mainland Telecom Inc.",
"207.34.24.0","207.34.31.255","Bell Canada",
"207.34.32.0","207.34.47.255","AMP Networks",
"207.34.48.0","207.34.48.255","CCI Networks Inc.",
"207.34.49.0","207.34.49.255","The Internet Centre",
"207.34.50.0","207.34.50.255","The Internet Centre",
"207.34.51.0","207.34.51.255","Regional Municipality of Wood Buffalo",
"207.34.52.0","207.34.52.255","Jonoke Software Development Inc.",
"207.34.53.0","207.34.53.255","Keyano College",
"207.34.48.0","207.34.63.255","CCI Networks",
"207.34.128.0","207.34.255.255","TELUS Communications Inc.",
"207.34.64.0","207.34.127.255","TELUS Communications Inc.",
"207.34.128.0","207.34.128.255",,"Vancouver Coastal Health Authority-VANCBC08"
"207.34.129.0","207.34.129.255",,"TWIN ISLAND COMMUNICATIONS LTD-CTISBC01"
"207.34.130.0","207.34.130.255",,"SKEETCHESTN FIRST NATION"
"207.34.64.0","207.34.127.255","TELUS Communications Inc.",
"207.34.128.0","207.34.255.255","TELUS Communications Inc.",
"207.35.0.0","207.35.0.7",,"Farm Credit Corporation Canada"
"207.35.0.0","207.35.255.255","Bell Canada",
"207.36.0.0","207.36.255.255","Affinity Internet, Inc",
"207.37.0.0","207.37.255.255","DXC US Latin America Corporation",
"207.38.32.0","207.38.47.255","Latisys-Irvine, LLC",
"207.38.0.0","207.38.31.255","Latisys-Irvine, LLC",
"207.38.32.0","207.38.47.255","Latisys-Irvine, LLC",
"207.38.0.0","207.38.31.255","Latisys-Irvine, LLC",
"207.38.0.0","207.38.31.255","Latisys-Irvine, LLC",
"207.38.32.0","207.38.47.255","Latisys-Irvine, LLC",
"207.38.48.0","207.38.63.255","Sunwire Inc.",
"207.38.64.0","207.38.71.255","H5 Data Centers",
"207.38.72.0","207.38.79.255","Icon Enterprises, Inc.",
"207.38.80.0","207.38.95.255","GoDaddy.com, LLC",
"207.38.96.0","207.38.127.255","Latisys-Irvine, LLC",
"207.38.128.0","207.38.255.255","RCN",
"207.39.0.0","207.39.255.255","AT&T Global Network Services, LLC",
"207.40.0.0","207.40.0.255","International Speedway Corp.",
"207.40.1.0","207.40.1.255","Hornell Brewing Co., Inc.",
"207.40.0.0","207.43.255.255","Sprint",
"207.44.0.0","207.44.0.3","PenTeleData House Account",
"207.44.0.0","207.44.127.255","PenTeleData Inc.",
"207.44.128.0","207.44.255.255","SoftLayer Technologies Inc.",
"207.45.0.0","207.45.31.255","Cox California PCS",
"207.45.32.0","207.45.47.255","Depository Trust & Clearing Corporation",
"207.45.48.0","207.45.55.255","The Rugby Group, Inc.",
"207.45.56.0","207.45.63.255","Chrysalis Symbolic Design",
"207.45.64.0","207.45.71.255","Watchtower Inc",
"207.45.72.0","207.45.75.255","Netflix, Inc",
"207.45.76.0","207.45.79.255","Crexendo Business Solutions, Inc.",
"207.45.80.0","207.45.95.255","NexGen Integrated Communications LLC",
"207.45.96.0","207.45.103.255","ITC",
"207.45.104.0","207.45.111.255","IMS Intercom",
"207.45.112.0","207.45.127.255","Navisite Opco LLC",
"207.45.128.0","207.45.159.255","Bridgestone Americas, Inc.",
"207.45.160.0","207.45.175.255","TierPoint, LLC",
"207.45.176.0","207.45.191.255","ACENET, INC.",
"207.45.192.0","207.45.223.255","TATA COMMUNICATIONS (AMERICA) INC",
"207.45.224.0","207.45.239.255","Dade International",
"207.45.240.0","207.45.255.255","SG Americas Operational Services Inc.",
"207.46.0.0","207.46.255.255","Microsoft Corporation",
"207.47.0.0","207.47.0.255","GeoLinks",
"207.47.1.0","207.47.1.255","TPx Communications",
"207.47.2.0","207.47.2.255","GeoLinks",
"207.47.3.0","207.47.3.7",,"Pathwork Diagnostics"
"207.47.3.0","207.47.3.255","TPx Communications",
"207.47.4.0","207.47.5.255","GeoLinks",
"207.47.6.0","207.47.6.7",,"Yolo Enterprises"
"207.47.8.0","207.47.11.255","TPx Communications",
"207.47.6.0","207.47.7.255","TPx Communications",
"207.47.6.0","207.47.7.255","TPx Communications",
"207.47.8.0","207.47.11.255","TPx Communications",
"207.47.12.0","207.47.12.3",,"Covad Wireless"
"207.47.12.4","207.47.12.7",,"Covad Wireless"
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.12.0","207.47.15.255","GeoLinks",
"207.47.16.0","207.47.16.255","GeoLinks",
"207.47.17.0","207.47.17.255",,"KYBER NETWORKS"
"207.47.17.0","207.47.17.255","TPx Communications",
"207.47.18.0","207.47.18.255","TPx Communications",
"207.47.19.0","207.47.19.31",,"Covad Wireless"
"207.47.19.32","207.47.19.39",,"TelePacific Wireless"
"207.47.20.0","207.47.21.255","GeoLinks",
"207.47.19.0","207.47.19.255","GeoLinks",
"207.47.22.0","207.47.22.255","GeoLinks",
"207.47.23.0","207.47.23.255","TPx Communications",
"207.47.24.0","207.47.24.255",,"Crowne Plaza Milpitas"
"207.47.25.0","207.47.25.255","TPx Communications",
"207.47.26.0","207.47.26.255","TPx Communications",
"207.47.27.0","207.47.27.7",,"Covad Wireless"
"207.47.27.0","207.47.27.255","GeoLinks",
"207.47.28.0","207.47.29.255","TPx Communications",
"207.47.30.0","207.47.30.7",,"Crown Lift trucks-Hayward"
"207.47.30.8","207.47.30.15",,"ACCO Engineered Systems"
"207.47.30.16","207.47.30.23",,"TelePacific Wireless"
"207.47.30.24","207.47.30.31",,"Chabot Nephrology Medical Group, Inc."
"207.47.30.0","207.47.30.255","GeoLinks",
"207.47.31.0","207.47.31.255","TPx Communications",
"207.47.32.0","207.47.32.255",,"Travel Tools"
"207.47.33.0","207.47.33.255",,"Mark Hopkins Inter-Continental Hotel"
"207.47.34.0","207.47.34.7",,"Covad Wireless"
"207.47.34.0","207.47.34.255","GeoLinks",
"207.47.32.0","207.47.33.255","GeoLinks",
"207.47.34.0","207.47.34.7",,"Covad Wireless"
"207.47.32.0","207.47.33.255","GeoLinks",
"207.47.34.0","207.47.34.255","GeoLinks",
"207.47.35.0","207.47.35.3",,"Covad Wireless"
"207.47.35.4","207.47.35.7",,"Axis Community Health"
"207.47.35.0","207.47.35.255","TPx Communications",
"207.47.36.0","207.47.36.255","GeoLinks",
"207.47.38.0","207.47.39.255","TPx Communications",
"207.47.37.0","207.47.37.255","TPx Communications",
"207.47.37.0","207.47.37.255","TPx Communications",
"207.47.38.0","207.47.39.255","TPx Communications",
"207.47.40.0","207.47.40.255","GeoLinks",
"207.47.42.0","207.47.43.255","TPx Communications",
"207.47.41.0","207.47.41.255","TPx Communications",
"207.47.42.0","207.47.42.7",,"Lyncon Construction"
"207.47.42.8","207.47.42.15",,"Black Diamond Paving"
"207.47.41.0","207.47.41.255","TPx Communications",
"207.47.42.0","207.47.43.255","TPx Communications",
"207.47.44.0","207.47.44.255",,"California Institute of Integral Studies"
"207.47.44.0","207.47.45.255","GeoLinks",
"207.47.46.0","207.47.46.255","GeoLinks",
"207.47.47.0","207.47.47.255",,"THE PRINTER WORKS"
"207.47.47.0","207.47.47.255","TPx Communications",
"207.47.48.0","207.47.49.255","TPx Communications",
"207.47.50.0","207.47.50.255",,"Citrix Systems, Inc."
"207.47.51.0","207.47.51.255",,"Ritsnet"
"207.47.52.0","207.47.55.255","TPx Communications",
"207.47.51.0","207.47.51.255","TPx Communications",
"207.47.51.0","207.47.51.255","TPx Communications",
"207.47.52.0","207.47.55.255","TPx Communications",
"207.47.56.0","207.47.56.255","GeoLinks",
"207.47.57.0","207.47.57.7",,"Chicago Sweetners"
"207.47.57.8","207.47.57.15",,"TelePacific Wireless"
"207.47.57.16","207.47.57.31",,"United California Glass"
"207.47.58.0","207.47.59.255","TPx Communications",
"207.47.60.0","207.47.63.255","TPx Communications",
"207.47.64.0","207.47.65.255","TPx Communications",
"207.47.57.0","207.47.57.255","TPx Communications",
"207.47.58.0","207.47.58.255",,"James Burton and Associates, Inc."
"207.47.59.0","207.47.59.255",,"James Burton and Associates, Inc."
"207.47.64.0","207.47.65.255","TPx Communications",
"207.47.60.0","207.47.63.255","TPx Communications",
"207.47.57.0","207.47.57.255","TPx Communications",
"207.47.58.0","207.47.59.255","TPx Communications",
"207.47.58.0","207.47.59.255","TPx Communications",
"207.47.57.0","207.47.57.255","TPx Communications",
"207.47.60.0","207.47.63.255","TPx Communications",
"207.47.64.0","207.47.65.255","TPx Communications",
"207.47.66.0","207.47.66.3",,"Avion Graphics"
"207.47.66.4","207.47.66.7",,"Pazanti Home Mortgage"
"207.47.66.8","207.47.66.15",,"Ceradyne, Inc"
"207.47.68.0","207.47.71.255","GeoLinks",
"207.47.66.0","207.47.67.255","GeoLinks",
"207.47.72.0","207.47.73.255","GeoLinks",
"207.47.76.0","207.47.76.255","TPx Communications",
"207.47.74.0","207.47.75.255","TPx Communications",
"207.47.74.0","207.47.75.255","TPx Communications",
"207.47.76.0","207.47.76.255","TPx Communications",
"207.47.77.0","207.47.77.7",,"Sohnen Enterprises"
"207.47.77.8","207.47.77.15",,"TIC Construction"
"207.47.77.16","207.47.77.31",,"ACTA, Inc."
"207.47.77.32","207.47.77.35",,"Brand I.D., LLC"
"207.47.77.0","207.47.77.255","GeoLinks",
"207.47.78.0","207.47.78.255","GeoLinks",
"207.47.79.0","207.47.79.255","TPx Communications",
"207.47.80.0","207.47.80.3",,"TelePacific Wireless"
"207.47.80.4","207.47.80.7",,"Covad Wireless"
"207.47.80.0","207.47.87.255","GeoLinks",
"207.47.88.0","207.47.91.255","GeoLinks",
"207.47.92.0","207.47.95.255","Nextweb, Inc",
"207.47.96.0","207.47.99.255","GeoLinks",
"207.47.100.0","207.47.101.255","TPx Communications",
"207.47.102.0","207.47.103.255","GeoLinks",
"207.47.104.0","207.47.105.255","GeoLinks",
"207.47.106.0","207.47.107.255","TPx Communications",
"207.47.108.0","207.47.108.3",,"Fabrik Entertainment LLC"
"207.47.108.0","207.47.109.255","GeoLinks",
"207.47.110.0","207.47.111.255","TPx Communications",
"207.47.112.0","207.47.112.7",,"TelePacific Wireless"
"207.47.118.0","207.47.118.255","GeoLinks",
"207.47.116.0","207.47.117.255","GeoLinks",
"207.47.112.0","207.47.115.255","GeoLinks",
"207.47.116.0","207.47.116.31",,"Virtupoint"
"207.47.112.0","207.47.115.255","GeoLinks",
"207.47.118.0","207.47.118.255","GeoLinks",
"207.47.116.0","207.47.117.255","GeoLinks",
"207.47.116.0","207.47.117.255","GeoLinks",
"207.47.118.0","207.47.118.255","GeoLinks",
"207.47.112.0","207.47.115.255","GeoLinks",
"207.47.116.0","207.47.116.31",,"Virtupoint"
"207.47.112.0","207.47.115.255","GeoLinks",
"207.47.116.0","207.47.117.255","GeoLinks",
"207.47.118.0","207.47.118.255","GeoLinks",
"207.47.119.0","207.47.119.255","TPx Communications",
"207.47.120.0","207.47.121.255","TPx Communications",
"207.47.124.0","207.47.125.255","GeoLinks",
"207.47.122.0","207.47.123.255","GeoLinks",
"207.47.122.0","207.47.123.255","GeoLinks",
"207.47.124.0","207.47.125.255","GeoLinks",
"207.47.126.0","207.47.126.31",,"A+ Wireless, Inc."
"207.47.126.0","207.47.127.255","TPx Communications",
"207.47.128.0","207.47.128.255","SaskTel Mobility",
"207.47.129.0","207.47.129.255","SaskTel Wide Area Network Engineering Center",
"207.47.130.0","207.47.130.255","SaskTel Wide Area Network Engineering Center",
"207.47.131.0","207.47.131.31","SaskTel Wide Area Network Engineering Center",
"207.47.131.32","207.47.131.63","SaskTel Wide Area Network Engineering Center",
"207.47.131.64","207.47.131.95","SaskTel Wide Area Network Engineering Center",
"207.47.131.96","207.47.131.127","SaskTel Wide Area Network Engineering Center",
"207.47.131.128","207.47.131.191","SaskTel Wide Area Network Engineering Center",
"207.47.128.0","207.47.255.255","Saskatchewan Telecommunications",
"207.48.0.0","207.48.15.255",,"ISPN"
"207.50.0.0","207.50.127.255","CenturyLink Communications, LLC",
"207.48.0.0","207.49.255.255","CenturyLink Communications, LLC",
"207.48.0.0","207.49.255.255","CenturyLink Communications, LLC",
"207.50.0.0","207.50.127.255","CenturyLink Communications, LLC",
"207.50.128.0","207.50.143.255","Vodafone Americas",
"207.50.144.0","207.50.159.255","InfoWest, Inc.",
"207.50.192.0","207.50.255.255","CenturyLink Communications, LLC",
"207.50.160.0","207.50.191.255","CenturyLink Communications, LLC",
"207.51.0.0","207.51.255.255","CenturyLink Communications, LLC",
"207.52.0.0","207.52.255.255","Sprint",
"207.53.0.0","207.53.127.255","Verizon Business",
"207.53.128.0","207.53.191.255","NTT America, Inc.",
"207.53.192.0","207.53.223.255","Quantum Internet Services, Inc.",
"207.53.224.0","207.53.227.255","FROG HOLDINGS, LLC",
"207.53.228.0","207.53.229.255","Karuk Tribe",
"207.53.230.0","207.53.231.255","Poka Lambro Telephone Cooperative, Inc.",
"207.53.232.0","207.53.235.255","CoreWeave, Inc",
"207.53.236.0","207.53.237.255",,"Rural Net"
"207.53.238.0","207.53.238.63",,"The Toronto-Dominion Bank"
"207.53.236.0","207.53.239.255","iTel Networks Inc",
"207.53.240.0","207.53.240.255",,"Private Customer"
"207.53.241.0","207.53.241.255",,"Private Customer"
"207.53.242.0","207.53.242.255",,"Private Customer"
"207.53.243.0","207.53.243.255",,"Private Customer"
"207.53.244.0","207.53.244.255",,"Private Customer"
"207.53.245.0","207.53.245.255",,"Private Customer"
"207.53.240.0","207.53.247.255","Tonaquint Data Center, Inc.",
"207.53.248.0","207.53.249.255","Evolve Cellular Inc.",
"207.53.250.0","207.53.251.255","R & S VENTURES, LLC",
"207.53.252.0","207.53.255.255","Another Corporate ISP, LLC",
"207.54.0.0","207.54.31.255","Quest Media & Supplies, Inc.",
"207.54.32.0","207.54.63.255","Infor (US) Inc",
"207.54.64.0","207.54.95.255","Cisco Systems Ironport Division",
"207.54.96.0","207.54.96.7","TeraGoPTP Networks",
"207.54.96.8","207.54.96.15","TeraGoPTP Networks",
"207.54.96.16","207.54.96.23","TeraGoPTP Networks",
"207.54.96.24","207.54.96.31","TeraGoPTP Networks",
"207.54.96.32","207.54.96.39","TeraGoPTP Networks",
"207.54.96.40","207.54.96.47","TeraGoPTP Networks",
"207.54.96.0","207.54.127.255","TeraGo Networks Inc.",
"207.54.128.0","207.54.128.255","Metisentry",
"207.54.129.0","207.54.129.255","Metisentry",
"207.54.130.0","207.54.130.255","UNIVERSAL LEAF TOBACCO CO.",
"207.54.128.0","207.54.191.255","CONTINENTAL BROADBAND PENNSYLVANIA, INC.",
"207.54.192.0","207.54.255.255","Texas State Technical College at Waco",
"207.55.0.0","207.55.127.255","Alternate Access Inc.",
"207.55.128.0","207.55.191.255","NTT America, Inc.",
"207.55.192.0","207.55.223.255","NTT America, Inc.",
"207.55.224.0","207.55.231.255",,"Hunter Communications"
"207.55.224.0","207.55.239.255","Ashland Fiber Network",
"207.55.240.0","207.55.255.255","Jumpline Inc",
"207.56.0.0","207.57.255.255","NTT America, Inc.",
"207.58.0.0","207.58.127.255","NTT America, Inc.",
"207.58.128.0","207.58.191.255","Leaseweb USA, Inc.",
"207.58.192.0","207.58.192.255",,"TNS American Greetings"
"207.58.193.0","207.58.193.15",,"C.Trac Information Solutions"
"207.58.193.16","207.58.193.23",,"Wheel Products by McCourt, Inc (Formerly McCourt Industries)"
"207.58.193.24","207.58.193.31",,"C.Trac Information Solutions (FVS)"
"207.58.193.32","207.58.193.39",,"Lydey Automation (FVS)"
"207.58.192.0","207.58.255.255","Fusion LLC",
"207.59.0.0","207.59.255.255","Windstream Communications LLC",
"207.60.0.0","207.60.255.255","Zenlayer Inc",
"207.61.0.0","207.61.255.255","Bell Canada",
"207.62.0.0","207.62.255.255","California State University, Office of the Chancellor",
"207.63.0.0","207.63.255.255","Illinois Century Network",
"207.64.0.0","207.64.1.255","City of Duncanville",
"207.64.0.0","207.64.255.255","University of Texas System",
"207.65.40.0","207.65.40.255","The Nexus Group, Inc.",
"207.65.32.0","207.65.39.255","The Nexus Group, Inc.",
"207.65.0.0","207.65.31.255","The Nexus Group, Inc.",
"207.65.40.0","207.65.40.255","The Nexus Group, Inc.",
"207.65.32.0","207.65.39.255","The Nexus Group, Inc.",
"207.65.0.0","207.65.31.255","The Nexus Group, Inc.",
"207.65.32.0","207.65.39.255","The Nexus Group, Inc.",
"207.65.40.0","207.65.40.255","The Nexus Group, Inc.",
"207.65.0.0","207.65.31.255","The Nexus Group, Inc.",
"207.65.0.0","207.65.31.255","The Nexus Group, Inc.",
"207.65.32.0","207.65.39.255","The Nexus Group, Inc.",
"207.65.40.0","207.65.40.255","The Nexus Group, Inc.",
"207.65.41.0","207.65.41.255","Ritter Communications",
"207.65.42.0","207.65.43.255","The Nexus Group, Inc.",
"207.65.44.0","207.65.45.255","The Nexus Group, Inc.",
"207.65.46.0","207.65.47.255","Ritter Communications",
"207.65.48.0","207.65.55.255","The Nexus Group, Inc.",
"207.65.56.0","207.65.56.255","IND. CO. CABLE TV, INC.",
"207.65.56.0","207.65.59.255","Ritter Communications",
"207.65.60.0","207.65.63.255","The Nexus Group, Inc.",
"207.65.64.0","207.65.71.255","The Nexus Group, Inc.",
"207.65.72.0","207.65.75.255","The Nexus Group, Inc.",
"207.65.76.0","207.65.77.255",,"Passport Health Communications"
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.78.0","207.65.79.255","The Nexus Group, Inc.",
"207.65.80.0","207.65.95.255","The Nexus Group, Inc.",
"207.65.96.0","207.65.97.255","The Nexus Group, Inc.",
"207.65.98.0","207.65.98.255","The Nexus Group, Inc.",
"207.65.99.0","207.65.99.255","Blount County Government",
"207.65.112.0","207.65.127.255","The Nexus Group, Inc.",
"207.65.100.0","207.65.103.255","The Nexus Group, Inc.",
"207.65.104.0","207.65.111.255","The Nexus Group, Inc.",
"207.65.100.0","207.65.103.255","The Nexus Group, Inc.",
"207.65.104.0","207.65.111.255","The Nexus Group, Inc.",
"207.65.112.0","207.65.127.255","The Nexus Group, Inc.",
"207.65.128.0","207.65.255.255","Asia Pacific Network Information Centre",
"207.66.0.0","207.66.63.255","RIPE Network Coordination Centre",
"207.66.64.0","207.66.79.255","Finger Lakes Communications Group, Inc",
"207.66.80.0","207.66.95.255","CVECFIBER",
"207.66.96.0","207.66.103.255","YELCOT TELEPHONE COMPANY",
"207.66.104.0","207.66.111.255","Inky Technology Corporation",
"207.66.112.0","207.66.119.255","Asia Pacific Network Information Centre",
"207.66.120.0","207.66.120.31",,"Community Trust Company"
"207.66.120.32","207.66.120.63",,"Community Trust Company"
"207.66.120.64","207.66.120.95",,"Community Trust Company"
"207.66.120.96","207.66.120.127",,"Community Trust Company"
"207.66.120.128","207.66.120.159",,"Community Trust Company"
"207.66.120.160","207.66.120.191",,"Community Trust Company"
"207.66.120.192","207.66.120.223",,"Community Trust Company"
"207.66.120.224","207.66.120.255",,"Community Trust Company"
"207.66.121.0","207.66.121.31",,"Community Trust Company"
"207.66.121.32","207.66.121.63",,"Community Trust Company"
"207.66.121.64","207.66.121.95",,"Community Trust Company"
"207.66.121.96","207.66.121.127",,"Community Trust Company"
"207.66.121.128","207.66.121.159",,"Community Trust Company"
"207.66.121.160","207.66.121.191",,"Community Trust Company"
"207.66.121.192","207.66.121.223",,"Community Trust Company"
"207.66.120.0","207.66.123.255","Beanfield Technologies Inc.",
"207.66.124.0","207.66.127.255","Woodstock Telephone Company",
"207.66.128.0","207.66.255.255","Accretive Networks",
"207.67.0.0","207.67.0.255","Digital River, Inc.",
"207.67.0.0","207.67.127.255","Level 3 Parent, LLC",
"207.67.128.0","207.67.255.255","NTT America, Inc.",
"207.68.0.0","207.68.0.255","Bell Atlantic Internet Solutions",
